1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	O/(rasij	o(rasij	orasij	o/(rasij	o(/rasij			,	O(/RASIS	O(/RASIS
57	8	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
57	8	P		8	ἀπ	ἀπ	απ	ἀπό	a)p	a)p	ap	a)po/	a)po/				A)P'	A)PO/
57	8	RP	GS	13	ἐμοῦ	ἐμου	εμου	ἐμοῦ	e)mou~	e)mou	emou	e)mou~	e)mou=				E)MOU=	E)GW/
57	8	VH	AAS2S	633601	ἀποστῇς	ἀποστης	αποστης	ἀφίστημι	a)posth~|j	a)posthj	aposthj	a)fi/sthmi	a)fi/sthmi			,	A)POSTH=|S	I(/STHMI         A)PO
57	8	A3C	ASN	17667	πλεῖόν	πλειον	πλειον	πλείων	plei~o/n	pleion	pleion	plei/wn	plei/wn				PLEI=O/N	POLU/S
57	8	RI	ASN	12	τι	τι	τι	τις	ti	ti	ti	tij	tij				TI	TIS
57	8	VF	FAI2S	632961	ἕξεις	ἑξεις	εξεις	ἔχω	e/(ceij	e(ceij	eceij	e/)xw	e)/xw			·	E(/CEIS	E)/XW
57	8	VAI	AAI2S	633473	ἠγάπησας	ἠγαπησας	ηγαπησας	ἀγαπάω	h)ga/phsaj	h)gaphsaj	hgaphsaj	a)gapa/w	a)gapa/w				H)GA/PHSAS	A)GAPA/W
57	8	RA	APM	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(	o(				TOU\S	O(
57	8	V3	PMPAPM	5125569	κοιμωμένους	κοιμωμενους	κοιμωμενους	κοιμάω	koimwme/nouj	koimwmenouj	koimwmenouj	koima/w	koima/w				KOIMWME/NOUS	KOIMA/W
57	8	P		8	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/	meta/				META\	META/
57	8	RP	GS	13	σοῦ	σου	σου	σοῦ	sou~	sou	sou	sou~	sou=				SOU=	SU/
57	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	9	VAI	AAI2S	633473	ἐπλήθυνας	ἐπληθυνας	επληθυνας	πληθύνω	e)plh/qunaj	e)plhqunaj	eplhqunaj	plhqu/nw	plhqu/nw				E)PLH/QUNAS	PLHQU/NW
57	9	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
57	9	N1A	ASF	13570	πορνείαν	πορνειαν	πορνειαν	πορνεία	pornei/an	porneian	porneian	pornei/a	pornei/a				PORNEI/AN	PORNEI/A
57	9	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
57	9	P		8	μετ	μετ	μετ	μετά	met	met	met	meta/	meta/				MET'	META/
57	9	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
57	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	9	A1	APM	9987	πολλοὺς	πολλους	πολλους	πολύς	pollou\j	pollouj	pollouj	polu/j	polu/j				POLLOU\S	POLU/S
57	9	VAI	AAI2S	633473	ἐποίησας	ἐποιησας	εποιησας	ποιέω	e)poi/hsaj	e)poihsaj	epoihsaj	poie/w	poie/w				E)POI/HSAS	POIE/W
57	9	RA	APM	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(	o(				TOU\S	O(
57	9	D		9	μακρὰν	μακραν	μακραν	μακράν	makra\n	makran	makran	makra/n	makra/n				MAKRA\N	MAKRA/N
57	9	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
57	9	RP	GS	13	σοῦ	σου	σου	σοῦ	sou~	sou	sou	sou~	sou=				SOU=	SU/
57	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	9	VAI	AAI2S	633473	ἀπέστειλας	ἀπεστειλας	απεστειλας	ἀποστέλλω	a)pe/steilaj	a)pesteilaj	apesteilaj	a)poste/llw	a)poste/llw				A)PE/STEILAS	STE/LLW          A)PO
57	9	N3I	APM	9986	πρέσβεις	πρεσβεις	πρεσβεις	πρέσβυς	pre/sbeij	presbeij	presbeij	pre/sbuj	pre/sbuj				PRE/SBEIS	PRE/SBUS
57	9	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ	u(pe\r	u(per	uper	u(pe/r	u(pe/r				U(PE\R	U(PE/R
57	9	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
57	9	N2N	APN	18178	ὅριά	ὁρια	ορια	ὅριον	o/(ria/	o(ria	oria	o/(rion	o(/rion				O(/RIA/	O(/RION
57	9	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
57	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	9	VAI	AAI2S	633473	ἀπέστρεψας	ἀπεστρεψας	απεστρεψας	ἀποστρέφω	a)pe/streyaj	a)pestreyaj	apestreyaj	a)postre/fw	a)postre/fw				A)PE/STREYAS	STRE/FW          A)PO
57	9	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	9	VCI	API2S	641665	ἐταπεινώθης	ἐταπεινωθης	εταπεινωθης	ταπεινόω	e)tapeinw/qhj	e)tapeinwqhj	etapeinwqhj	tapeino/w	tapeino/w				E)TAPEINW/QHS	TAPEINO/W
57	9	C		4	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj	e(/wj				E(/WS	E(/WS
57	9	N1M	GSM	9538	ᾅδου	ἁδου	αδου	ᾅδης	a/(|dou	a(dou	adou	a/(|dhj	a(/|dhj			.	A(/|DOU	A(/|DHS
57	10	RA	DPF	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(	o(				TAI=S	O(
57	10	N1A	DPF	14210	πολυοδίαις	πολυοδιαις	πολυοδιαις	πολυοδία	poluodi/aij	poluodiaij	poluodiaij	poluodi/a	poluodi/a				POLUODI/AIS	POLUODI/A
57	10	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
57	10	VAI	AAI2S	633473	ἐκοπίασας	ἐκοπιασας	εκοπιασας	κοπιάω	e)kopi/asaj	e)kopiasaj	ekopiasaj	kopia/w	kopia/w				E)KOPI/ASAS	KOPIA/W
57	10	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	10	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
57	10	VAI	AAI2S	633473	εἶπας	εἰπας	ειπας	ἔπω	ei~)paj	ei)paj	eipaj	e/)pw	e)/pw				EI)=PAS	EI)=PON
57	10	VF	FMI1S	604289	Παύσομαι	παυσομαι	παυσομαι	παύω	Pau/somai	pausomai	pausomai	pau/w	pau/w				PAU/SOMAI	PAU/W
57	10	V1	PAPNSF	6890945	ἐνισχύουσα	ἐνισχυουσα	ενισχυουσα	ἐνισχύω	e)nisxu/ousa	e)nisxuousa	enisxuousa	e)nisxu/w	e)nisxu/w				E)NISXU/OUSA	I)SXU/W          E)N
57	10	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
57	10	VAI	AAI2S	633473	ἔπραξας	ἐπραξας	επραξας	πράσσω	e/)pracaj	e)pracaj	epracaj	pra/ssw	pra/ssw				E)/PRACAS	PRA/SSW
57	10	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	tau~ta	tauta	tauta	ou~(toj	ou(=toj			,	TAU=TA	OU(=TOS
57	10	P		8	διὰ	δια	δια	διά	dia\	dia	dia	dia/	dia/				DIA\	DIA/
57	10	RD	ASN	11	τοῦτο	τουτο	τουτο	οὗτος	tou~to	touto	touto	ou~(toj	ou(=toj				TOU=TO	OU(=TOS
57	10	D		9	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)	ou)				OU)	OU)
57	10	VCI	API2S	641665	κατεδεήθης	κατεδεηθης	κατεδεηθης	καταδέω	katedeh/qhj	katedehqhj	katedehqhj	katade/w	katade/w				KATEDEH/QHS	DE/W             KATA
57	10	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
57	11	RP	NS	13	σύ	συ	συ	σύ	su/	su	su	su/	su/			.	SU/	SU/
57	11	RI	ASM	12	τίνα	τινα	τινα	τίς	ti/na	tina	tina	ti/j	ti/j				TI/NA	TI/S
57	11	VC	APPNSF	6900673	εὐλαβηθεῖσα	εὐλαβηθεισα	ευλαβηθεισα	εὐλαβέομαι	eu)labhqei~sa	eu)labhqeisa	eulabhqeisa	eu)labe/omai	eu)labe/omai				EU)LABHQEI=SA	EU)LABE/OMAI
57	11	VCI	API2S	641665	ἐφοβήθης	ἐφοβηθης	εφοβηθης	φοβέω	e)fobh/qhj	e)fobhqhj	efobhqhj	fobe/w	fobe/w				E)FOBH/QHS	FOBE/W
57	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	11	VAI	AMI2S	637569	ἐψεύσω	ἐψευσω	εψευσω	ψεύδω	e)yeu/sw	e)yeusw	eyeusw	yeu/dw	yeu/dw				E)YEU/SW	YEU/DW
57	11	RP	AS	13	με	με	με	μέ	me	me	me	me/	me/				ME	E)GW/
57	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
57	11	VSI	API2S	641665	ἐμνήσθης	ἐμνησθης	εμνησθης	μιμνήσκω	e)mnh/sqhj	e)mnhsqhj	emnhsqhj	mimnh/skw	mimnh/skw				E)MNH/SQHS	MIMNH/SKW
57	11	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
57	11	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de\	ou)de	oude	ou)de/	ou)de/				OU)DE\	OU)DE/
57	11	VBI	AAI2S	633473	ἔλαβές	ἐλαβες	ελαβες	λαμβάνω	e/)labe/j	e)labej	elabej	lamba/nw	lamba/nw				E)/LABE/S	LAMBA/NW
57	11	RP	AS	13	με	με	με	μέ	me	me	me	me/	me/				ME	E)GW/
57	11	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
57	11	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
57	11	N1A	ASF	13570	διάνοιαν	διανοιαν	διανοιαν	διάνοια	dia/noian	dianoian	dianoian	dia/noia	dia/noia				DIA/NOIAN	DIA/NOIA
57	11	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de\	ou)de	oude	ou)de/	ou)de/				OU)DE\	OU)DE/
57	11	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
57	11	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
57	11	N1A	ASF	13570	καρδίαν	καρδιαν	καρδιαν	καρδία	kardi/an	kardian	kardian	kardi/a	kardi/a				KARDI/AN	KARDI/A
57	11	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=			;	SOU	SU/
57	11	C+RP	NS	4	κἀγώ	κἀγω	καγω	κἀγώ	ka)gw/	ka)gw	kagw	ka)gw/	ka)gw/				KA)GW/	KAI/+E)GW/
57	11	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/				SE	SU/
57	11	VB	AAPNSM	4795329	ἰδὼν	ἰδων	ιδων	ὁράω	i)dw\n	i)dwn	idwn	o(ra/w	o(ra/w				I)DW\N	O(RA/W
57	11	V3	PAI1S	599169	παρορῶ	παρορω	παρορω	παρεῖδον	parorw~	parorw	parorw	parei~don	parei=don			,	PARORW=	O(RA/W           PARA
57	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	11	RP	AS	13	ἐμὲ	ἐμε	εμε	ἐμέ	e)me\	e)me	eme	e)me/	e)me/				E)ME\	E)GW/
57	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
57	11	VCI	API2S	641665	ἐφοβήθης	ἐφοβηθης	εφοβηθης	φοβέω	e)fobh/qhj	e)fobhqhj	efobhqhj	fobe/w	fobe/w			.	E)FOBH/QHS	FOBE/W
57	12	C+RP	NS	4	κἀγὼ	κἀγω	καγω	κἀγώ	ka)gw\	ka)gw	kagw	ka)gw/	ka)gw/				KA)GW\	KAI/+E)GW/
57	12	VF2	FAI1S	600193	ἀπαγγελῶ	ἀπαγγελω	απαγγελω	ἀπαγγέλλω	a)paggelw~	a)paggelw	apaggelw	a)pagge/llw	a)pagge/llw				A)PAGGELW=	A)GGE/LLW        A)PO
57	12	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
57	12	N1	ASF	13570	δικαιοσύνην	δικαιοσυνην	δικαιοσυνην	δικαιοσύνη	dikaiosu/nhn	dikaiosunhn	dikaiosunhn	dikaiosu/nh	dikaiosu/nh				DIKAIOSU/NHN	DIKAIOSU/NH
57	12	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
57	12	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	12	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
57	12	A1	APN	18179	κακά	κακα	κακα	κακός	kaka/	kaka	kaka	kako/j	kako/j				KAKA/	KAKO/S
57	12	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=			,	SOU	SU/
57	12	RR	APN	14	ἃ	ἁ	α	ὅς	a\(	a(	a	o/(j	o(/j				A(\	O(/S
57	12	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
57	12	VF	FAI3P	895105	ὠφελήσουσίν	ὠφελησουσιν	ωφελησουσιν	ὠφελέω	w)felh/sousi/n	w)felhsousin	wfelhsousin	w)fele/w	w)fele/w				W)FELH/SOUSI/N	W)FELE/W
57	12	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/			.	SE	SU/
57	13	D		9	ὅταν	ὁταν	οταν	ὅταν	o/(tan	o(tan	otan	o/(tan	o(/tan				O(/TAN	O(/TAN
57	13	VA	AAS2S	633601	ἀναβοήσῃς	ἀναβοησης	αναβοησης	ἀναβοάω	a)naboh/sh|j	a)nabohshj	anabohshj	a)naboa/w	a)naboa/w			,	A)NABOH/SH|S	BOA/W            A)NA
57	13	VB	AMD3P	899777	ἐξελέσθωσάν	ἐξελεσθωσαν	εξελεσθωσαν	ἐξαιρέω	e)cele/sqwsa/n	e)celesqwsan	ecelesqwsan	e)caire/w	e)caire/w				E)CELE/SQWSA/N	AI(RE/W          E)K
57	13	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/				SE	SU/
57	13	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
57	13	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
57	13	N3I	DSF	13698	θλίψει	θλιψει	θλιψει	θλῖψις	qli/yei	qliyei	qliyei	qli~yij	qli=yij				QLI/YEI	QLI=YIS
57	13	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=			·	SOU	SU/
57	13	RD	APM	11	τούτους	τουτους	τουτους	οὗτος	tou/touj	toutouj	toutouj	ou~(toj	ou(=toj				TOU/TOUS	OU(=TOS
57	13	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
57	13	A3	APM	9987	πάντας	παντας	παντας	πᾶς	pa/ntaj	pantaj	pantaj	pa~j	pa=j				PA/NTAS	PA=S
57	13	N2	NSM	9346	ἄνεμος	ἀνεμος	ανεμος	ἄνεμος	a/)nemoj	a)nemoj	anemoj	a/)nemoj	a)/nemoj				A)/NEMOS	A)/NEMOS
57	13	VF	FMI3S	637057	λήμψεται	λημψεται	λημψεται	λαμβάνω	lh/myetai	lhmyetai	lhmyetai	lamba/nw	lamba/nw				LH/MYETAI	LAMBA/NW
57	13	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	13	VF	FAI3S	632961	ἀποίσει	ἀποισει	αποισει	ἀποφέρω	a)poi/sei	a)poisei	apoisei	a)pofe/rw	a)pofe/rw				A)POI/SEI	FE/RW            A)PO
57	13	N3D	NSF	13442	καταιγίς	καταιγις	καταιγις	καταιγίς	kataigi/j	kataigij	kataigij	kataigi/j	kataigi/j			.	KATAIGI/S	KATAIGI/S
57	13	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
57	13	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
57	13	V1	PMPNPM	5060033	ἀντεχόμενοί	ἀντεχομενοι	αντεχομενοι	ἀντέχω	a)ntexo/menoi/	a)ntexomenoi	antexomenoi	a)nte/xw	a)nte/xw				A)NTEXO/MENOI/	E)/XW            A)NTI
57	13	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
57	13	VF	FMI3P	899201	κτήσονται	κτησονται	κτησονται	κτάομαι	kth/sontai	kthsontai	kthsontai	kta/omai	kta/omai				KTH/SONTAI	KTA/OMAI
57	13	N1	ASF	13570	γῆν	γην	γην	γῆ	gh~n	ghn	ghn	gh~	gh=				GH=N	GH=
57	13	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	13	VF	FAI3P	895105	κληρονομήσουσιν	κληρονομησουσιν	κληρονομησουσιν	κληρονομέω	klhronomh/sousin	klhronomhsousin	klhronomhsousin	klhronome/w	klhronome/w				KLHRONOMH/SOUSIN	KLHRONOME/W
57	13	RA	ASN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
57	13	N3E	ASN	17666	ὄρος	ὀρος	ορος	ὄρος	o/)roj	o)roj	oroj	o/)roj	o)/roj				O)/ROS	O)/ROS
57	13	RA	ASN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
57	13	A1A	ASN	17667	ἅγιόν	ἁγιον	αγιον	ἅγιος	a/(gio/n	a(gion	agion	a/(gioj	a(/gioj				A(/GIO/N	A(/GIOS
57	13	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou			.	MOU	E)GW/
57	14	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	14	VF2	FAI3P	895105	ἐροῦσιν	ἐρουσιν	ερουσιν	ἐρέω	e)rou~sin	e)rousin	erousin	e)re/w	e)re/w				E)ROU=SIN	EI)=PON
57	14	VA	AAD2P	895681	Καθαρίσατε	καθαρισατε	καθαρισατε	καθαρίζω	Kaqari/sate	kaqarisate	kaqarisate	kaqari/zw	kaqari/zw				KAQARI/SATE	KAQARI/ZW
57	14	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
57	14	N2N	GSN	17730	προσώπου	προσωπου	προσωπου	πρόσωπον	prosw/pou	proswpou	proswpou	pro/swpon	pro/swpon				PROSW/POU	PRO/SWPON
57	14	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j				AU)TOU=	AU)TO/S
57	14	N2	APF	14082	ὁδοὺς	ὁδους	οδους	ὁδός	o(dou\j	o(douj	odouj	o(do/j	o(do/j				O(DOU\S	O(DO/S
57	14	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	14	VA	AAD2P	895681	ἄρατε	ἀρατε	αρατε	αἴρω	a/)rate	a)rate	arate	ai/)rw	ai)/rw				A)/RATE	AI)/RW
57	14	N2N	APN	18178	σκῶλα	σκωλα	σκωλα	σκῶλον	skw~la	skwla	skwla	skw~lon	skw=lon				SKW=LA	SKW=LON
57	14	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
57	14	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
57	14	N2	GSF	13634	ὁδοῦ	ὁδου	οδου	ὁδός	o(dou~	o(dou	odou	o(do/j	o(do/j				O(DOU=	O(DO/S
57	14	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
57	14	N2	GSM	9538	λαοῦ	λαου	λαου	λαός	laou~	laou	laou	lao/j	lao/j				LAOU=	LAO/S
57	14	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou			.	MOU	E)GW/
57	15	RD	APN	11	Τάδε	ταδε	ταδε	ὅδε	Ta/de	tade	tade	o/(de	o(/de				TA/DE	O(/DE
57	15	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
57	15	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
57	15	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
57	15	A1	NSM	9347	ὕψιστος	ὑψιστος	υψιστος	ὕψιστος	u/(yistoj	u(yistoj	uyistoj	u/(yistoj	u(/yistoj				U(/YISTOS	U(/YISTOS
57	15	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
57	15	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
57	15	A1	DPM	10115	ὑψηλοῖς	ὑψηλοις	υψηλοις	ὑψηλός	u(yhloi~j	u(yhloij	uyhloij	u(yhlo/j	u(yhlo/j				U(YHLOI=S	U(YHLO/S
57	15	V2	PAPNSM	4793793	κατοικῶν	κατοικων	κατοικων	κατοικέω	katoikw~n	katoikwn	katoikwn	katoike/w	katoike/w				KATOIKW=N	OI)KE/W          KATA
57	15	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
57	15	N3W	ASM	9474	αἰῶνα	αἰωνα	αιωνα	αἰών	ai)w~na	ai)wna	aiwna	ai)w/n	ai)w/n			,	AI)W=NA	AI)W/N
57	15	A1A	NSM	9347	ἅγιος	ἁγιος	αγιος	ἅγιος	a/(gioj	a(gioj	agioj	a/(gioj	a(/gioj				A(/GIOS	A(/GIOS
57	15	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
57	15	A1A	DPM	10115	ἁγίοις	ἁγιοις	αγιοις	ἅγιος	a(gi/oij	a(gioij	agioij	a/(gioj	a(/gioj				A(GI/OIS	A(/GIOS
57	15	N3M	NSN	17538	ὄνομα	ὀνομα	ονομα	ὄνομα	o/)noma	o)noma	onoma	o/)noma	o)/noma				O)/NOMA	O)/NOMA
57	15	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j	au)to/j			,	AU)TW=|	AU)TO/S
57	15	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
57	15	A1	NSM	9347	ὕψιστος	ὑψιστος	υψιστος	ὕψιστος	u/(yistoj	u(yistoj	uyistoj	u/(yistoj	u(/yistoj				U(/YISTOS	U(/YISTOS
57	15	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
57	15	A1A	DPM	10115	ἁγίοις	ἁγιοις	αγιοις	ἅγιος	a(gi/oij	a(gioij	agioij	a/(gioj	a(/gioj				A(GI/OIS	A(/GIOS
57	15	V1	PMPNSM	4797889	ἀναπαυόμενος	ἀναπαυομενος	αναπαυομενος	ἀναπαύω	a)napauo/menoj	a)napauomenoj	anapauomenoj	a)napau/w	a)napau/w				A)NAPAUO/MENOS	PAU/W            A)NA
57	15	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	15	N2	DPM	10114	ὀλιγοψύχοις	ὀλιγοψυχοις	ολιγοψυχοις	ὀλιγόψυχος	o)ligoyu/xoij	o)ligoyuxoij	oligoyuxoij	o)ligo/yuxoj	o)ligo/yuxoj				O)LIGOYU/XOIS	O)LIGOYU/XOS
57	15	V8	PAPNSM	4793793	διδοὺς	διδους	διδους	δίδωμι	didou\j	didouj	didouj	di/dwmi	di/dwmi				DIDOU\S	DI/DWMI
57	15	N1A	ASF	13570	μακροθυμίαν	μακροθυμιαν	μακροθυμιαν	μακροθυμία	makroqumi/an	makroqumian	makroqumian	makroqumi/a	makroqumi/a				MAKROQUMI/AN	MAKROQUMI/A
57	15	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	15	V8	PAPNSM	4793793	διδοὺς	διδους	διδους	δίδωμι	didou\j	didouj	didouj	di/dwmi	di/dwmi				DIDOU\S	DI/DWMI
57	15	N1	ASF	13570	ζωὴν	ζωην	ζωην	ζωή	zwh\n	zwhn	zwhn	zwh/	zwh/				ZWH\N	ZWH/
57	15	RA	DPM	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
57	15	VP	XMPDPM	5193153	συντετριμμένοις	συντετριμμενοις	συντετριμμενοις	συντρίβω	suntetrimme/noij	suntetrimmenoij	suntetrimmenoij	suntri/bw	suntri/bw				SUNTETRIMME/NOIS	TRI/BW           SUN
57	15	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
57	15	N1A	ASF	13570	καρδίαν	καρδιαν	καρδιαν	καρδία	kardi/an	kardian	kardian	kardi/a	kardi/a				KARDI/AN	KARDI/A
57	16	D		9	Οὐκ	οὐκ	ουκ	οὐ	Ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
57	16	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
57	16	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
57	16	N3W	ASM	9474	αἰῶνα	αἰωνα	αιωνα	αἰών	ai)w~na	ai)wna	aiwna	ai)w/n	ai)w/n				AI)W=NA	AI)W/N
57	16	VF	FAI1S	600193	ἐκδικήσω	ἐκδικησω	εκδικησω	ἐκδικέω	e)kdikh/sw	e)kdikhsw	ekdikhsw	e)kdike/w	e)kdike/w				E)KDIKH/SW	DIKE/W           E)K
57	16	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma~j	u(maj	umaj	u(ma~j	u(ma=j				U(MA=S	SU/
57	16	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de\	ou)de	oude	ou)de/	ou)de/				OU)DE\	OU)DE/
57	16	P		8	διὰ	δια	δια	διά	dia\	dia	dia	dia/	dia/				DIA\	DIA/
57	16	A3	GSM	9539	παντὸς	παντος	παντος	πᾶς	panto\j	pantoj	pantoj	pa~j	pa=j				PANTO\S	PA=S
